"ACFL","AMCR","AMGO","AMRE","AMRO","BACS","BAWW","BDOW","BGGN","BHCO","BHNU","BHVI","BLGR","BLJA","BLPW","CACH","CAGO","CAWR","CHSP","CHSW","COGR","COYE","DOWO","EABL","EAPH","EATO","EAWP","FISP","GCFL","GHOW","GRCA","HAWO","HOFI","HOWA","INBU","MODO","NOBO","NOCA","NOFL","NOMO","NOPA","OVEN","owl","OWL","PIWA","PIWO","PRWA","RBHU","RBWO","REVI","RHWO","RSHA","RTHU","RWBB","SUTA","TUTI","WBNU","WEVI","WHIP","WITU","WOTH","WTSP","YBCH","YBCU","YEWA","YTWA"
"1",36,275,30,3,19,4,25,1,96,54,33,2,5,89,3,116,5,166,37,8,2,4,18,51,3,169,93,18,21,1,9,5,4,8,153,189,55,218,7,13,3,8,1,1,205,7,85,1,124,41,1,6,1,2,108,247,3,16,14,24,14,1,96,38,11,1
