Site,y.1,y.2,y.3,y.4,YearCat,Treatment,Herbicide,LastB,LastT,BA,Nsnags,Ccover,Ldepth,TreeHt,Age,Nburns,Nthins,TimeSinceB,TimeSinceT,HWdens_10,HWdens_50,HWdens_100,FG_herb,FG_shrub,NHW_saplings,NP_over_20cm,Rel_HW2P_canopy,Rel_HW2P_shrubcover,LCR,HW_dens_1050,HW_shrub,Parea,ShapeIndex,PAratio,FracDimIndex,CoreAreaIndex,Ag500m,Ag1km,Ag5km,Ag30km,Evergreen500m,Evergreen1km,Evergreen5km,Evergreen30km,Imperv500m,Imperv1km,Imperv5km,Imperv30km,Protected30km,HighDev500m,HighDev1km,HighDev5km,HighDev30km,LowDev500m,LowDev1km,LowDev5km,LowDev30km,OpenDev500m,OpenDev1km,OpenDev5km,OpenDev30km,Grass500m,Grass1km,Grass5km,Grass30km,Schrubs500m,Schrubs1km,Schrubs5km,Schrubs30km,Water500m,Water1km,Water5km,Water30km,NSoilTypes,FPSiteIndex,SiteIndexPrimaryS,PISoils,SISoils,HydricSoils,Latitude,Longitude,Noise.1,Noise.2,Noise.3,Noise.4,Wind.1,Wind.2,Wind.3,Wind.4,Sky.1,Sky.2,Sky.3,Sky.4,Jdate.1,Jdate.2,Jdate.3,Jdate.4,Time.1,Time.2,Time.3,Time.4
Mills_1B_45,3,2,4,4,A,1B,0,2007,2014,99,1.6,95.944,2.35,78.583,29,1,2,10,3,26.2,19,18.2,0.228,0.001,14,5.4,0.4,1,0.37,45.2,33,157.229,1.375,0.006875,1.047639825,0.375,4.696954925,64.98295754,3610.393951,79988.49188,79.67879368,221.6839069,3654.781331,105440.7892,0,0.889579373,7.119599369,5191.45939,3120.7887,0,0.083705543,3.482887213,9066.21085,0.66718453,1.699181304,63.00852387,9694.418881,4.780728162,14.75263943,292.9959034,20792.4187,3.019165692,50.85901271,2086.157388,58197.72021,0,0,260.0904299,26377.46883,2.38764651,3.938618516,174.0575061,4589.662781,8,78.28650442,76,10.4,0,1.013,33.76780593,-81.71013264,1,1,1,1,1,1,1,0,2,1,1,1,8,23,40,53,196,44,152,74
Shealy_0B_2,2,4,5,,A,0B,0,,2014,101,1.6,91.264,1.888,46.433,18,0,1,50,3,12,8.4,4.4,0.536,0.175,1,2.2,0.03,0.94,0.5,20.4,3.5,105.418,1.461538462,0.009047619,1.059075795,0.285714286,0,0,886.7854632,72286.937,68.12991588,315.1362171,4907.62615,148111.5294,0,0,25.75436936,5260.826914,17278.95452,0,0,15.81667732,5422.211855,0.028634069,2.66873812,118.1074459,6685.501233,3.762104508,25.22985309,987.3177348,29629.85646,15.77261513,65.33811919,1184.930503,35584.19913,36.08983507,69.87678917,865.8814007,21140.90789,0,0,2222.842136,12594.72738,7,79.72617612,73,17.1,17.6,0.696,34.22825891,-81.92963155,1,1,1,,0,1,1,,0,2,2,,2,21,37,,118,12,123,
Shealy_0B_4,4,4,4,,A,0B,1,,2014,91,0.4,93.708,1.488,57.033,21,0,1,50,3,10.8,14.6,11,0.459,0.245,5.8,6,0.24,1,0.56,25.4,11.5,42.592,1.222222222,0.012222222,1.04290032,0.111111111,0,6.247584305,929.8032534,71156.72009,67.96805247,233.6418134,4306.352196,146942.358,0,0,33.48524916,5492.818028,16516.94021,0,0,19.65105417,5431.250059,0,5.239833036,146.6399872,6845.994759,6.147673678,34.72377614,1103.148394,29941.99059,16.62289223,47.89838144,1097.943801,35750.0027,24.39579491,53.46153813,819.0232958,21177.92149,0,12.88595765,2797.286426,12681.58576,3,73.039,73,5.3,0,0,34.22641438,-81.9378609,3,1,2,,1,1,0,,0,1,2,,2,24,37,,146,32,78,
Shealy_1B_3A,2,2,3,,A,1B,1,2016,2014,124,1,97.036,2.013,57.267,21,1,1,1,3,7.8,7.8,6.4,0.782,0.075,1.8,6.4,0.33,0.79,0.46,15.6,10.6,250.499,1.380952381,0.00552381,1.050080921,0.504761905,0,0,1248.945088,71058.3747,74.77515654,242.6517781,4586.772129,144439.8892,0,0,27.32609234,5595.284423,16077.06985,0,0,15.95451579,5431.250059,0,0.070824301,119.1353866,7069.365585,5.169411353,23.99611673,964.7785393,29973.22181,26.07934419,124.139273,1175.818041,35648.07745,0.694283304,2.452992628,876.950112,21124.71414,0,0,2295.545895,12753.21861,6,72.693,72,62,0.1,0.87,34.23508831,-81.94029316,3,1,2,,1,1,0,,0,2,2,,2,21,37,,232,46,45,
Shealy_1B_3B,5,6,4,,A,1B,1,2016,2014,92,0.6,90.484,1.413,51.2,21,1,1,1,3,14.8,12.6,15.4,0.549,0.33,5.2,5,0.28,1,0.4,27.4,11.9,250.499,1.380952381,0.00552381,1.050080921,0.504761905,0,0,1325.093806,71021.69179,55.52883812,224.9983286,4610.434534,142888.9662,0,0,28.45681015,5668.500347,15602.84324,0,0,16.75066942,5413.487376,0,0,113.4985993,7202.254177,5.055189858,19.25895152,930.3074392,30248.3845,31.93953128,115.2604545,1155.194208,35805.95363,0,8.093234657,906.5525536,21171.91255,0,0.407492859,2251.28031,12767.86546,6,72.693,72,62,0.1,0.87,34.23803045,-81.94410735,3,3,1,,3,1,0,,0,2,2,,9,21,37,,227,73,28,
Shealy_1B_E_S,3,2,7,,A,1B,1,2016,2014,101,1.8,92.876,1.6,57.267,21,1,1,1,3,12,9.6,8,0.529,0.11,8.6,3.2,0.22,1,0.47,21.6,3.5,30.817,1.285714286,0.015,1.044740239,0,0,2.817451294,1263.916335,70101.96071,21.18812365,94.23902972,4323.983496,141484.6282,0,0,29.37161568,5687.025788,14878.30906,0,0,17.25695126,5413.487376,0.201687276,1.241406328,174.0661594,7277.580317,4.776733079,17.91474144,961.5768525,30681.73335,17.22188683,93.76624997,1175.014748,36261.62918,29.02447382,102.7582045,922.9103056,21276.20207,0.973907397,21.00666385,2401.390699,12781.97521,2,74.098,73,18.3,81.7,0,34.23953625,-81.95107539,3,3,1,,1,1,0,,0,2,2,,2,21,37,,201,109,0,
Shealy_2B_3,4,4,5,,A,2B,1,2016,2014,92,1,88.924,0.575,49.933,21,2,1,1,3,7.8,7.2,5.6,0.73,0.25,0,2.6,0.12,0.6,0.54,15,4.9,30.782,1.285714286,0.015,1.044740239,0,0,3.443062402,963.1148254,70984.64456,67.14295749,249.4153031,4309.705396,146050.9259,0,0,33.64695127,5560.258101,16336.79761,0,0,19.56986021,5431.250059,0,2.194196664,143.25171,6922.707706,4.249272436,31.59888216,1109.991461,29912.22155,17.07592626,75.78204202,1147.883748,35551.59517,1.639094567,51.57465303,862.2071,21186.80285,0,4.670997677,2681.904243,12721.97923,4,72.786,73,30,31.4,0,34.22926742,-81.93942103,3,1,1,,2,1,1,,0,1,2,,2,24,37,,171,13,98,
Suggs_0B_E_S,2,6,5,,A,0B,1,,2013,76,4.4,87.26,2.7,61.967,21,0,1,50,4,4,5,3.6,0.266,0.117,4.6,5,0.2,0.71,,9,5.1,69.257,1.545454545,0.012142857,1.075576992,0.107142857,0,0,3411.44296,99166.16356,66.73435852,185.7598437,3458.317085,79249.92317,0,0,14.9116103,5704.950174,125263.0805,0,0,8.177089364,3344.802764,0.374421581,0.809601931,53.4676736,9889.417698,13.19807994,31.78947313,489.3062724,29818.25193,3.130671912,27.45078798,1090.45971,44060.39027,0,16.34505607,621.3498134,12253.2431,0,0,982.2942734,43380.85259,6,81.438,80,20,45.6,0.29,34.27563577,-82.72768605,1,1,2,,1,1,0,,0,1,1,,6,19,33,,122,8,9,
Swanson_2B_E_SW,6,6,6,,A,2B,0,2015,2016,67,0,83.776,2.163,69.467,28,2,3,2,1,56.2,37.2,31,0.408,0,7.8,2.8,0.31,1,0.43,93.4,21.5,75.793,1.583333333,0.012258065,1.084511919,0.193548387,0,9.200377865,1120.274106,31443.56696,77.51687109,196.222491,5028.667479,102788.1991,0,0,1.432155464,24379.28228,84570.01106,0,0,0.763676032,8549.347513,0,1.466985702,41.53300428,32886.71016,3.9288317,13.7825063,398.4463377,33201.73283,13.75646012,65.03615593,1133.711456,35399.85274,0.876928919,10.2029577,261.1457956,17880.70867,3.843803445,6.473698141,208.1303428,22631.83252,4,82.04841713,80,11.8,53.9,0,33.64444418,-82.01238482,1,1,1,,1,1,0,,1,0,1,,8,23,48,,27,146,9,
Swanson_3B_2,7,6,5,,A,3B,0,2017,2016,69,0,87,1.05,70.688,28,3,3,0,1,24.4,36.6,22.4,0.67,0,7.8,3.8,0.06,1,0.42,61,5.5,49.378,1.555555556,0.014,1.073413296,0,2.602590712,25.20298383,1095.706949,31269.56126,68.30282293,158.9961504,4934.64346,102767.7967,0,0,1.654550308,24947.46035,83677.53436,0,0,0.915947875,8569.325831,0,0.35635176,49.5865424,33405.04875,0,12.86029636,427.3563941,33671.51967,13.6651407,100.4376321,1153.946507,35480.14306,6.733089895,14.08044344,261.736956,18095.52468,0.915298733,3.843803445,213.2605443,22530.79081,3,80.07,80,0.7,36,0,33.64107499,-82.0127776,1,1,1,,1,1,0,,1,0,1,,8,23,48,,42,128,25,
Timberhaven_2B_1,3,7,8,,A,2B,1,2016,2014,73,0,89.6,1.067,54.467,16,2,1,1,3,31.4,13.2,9.6,0.45,0.015,9.8,1.8,0.06,0.99,0.55,44.6,10.7,26.075,1.333333333,0.02,1.061395976,0,13.38002283,46.4908011,1649.391695,67799.50443,79.65095379,332.7071659,5737.008098,121897.0479,0,0,5.105009348,1488.668336,26019.82531,0,0,2.227820045,11960.57389,0,0,35.60082435,3297.75602,5.861464398,17.68326477,570.3477901,17964.14092,18.05135856,70.14346385,1141.111984,28696.5071,1.804850723,8.5990237,777.1362379,25152.74314,3.94863885,13.55999728,35.16472267,3875.836824,3,70.731,67,94,6,0,33.97196847,-81.91885636,1,1,2,,1,2,1,,1,0,0,,9,15,30,,93,66,153,
Timberhaven_3B_7,6,4,11,,A,3B,1,2016,2015,42,0,55.592,0.725,67.883,32,8,3,1,2,34,27.6,15.6,0.545,0.215,1.4,2.2,0.06,1,0.47,61.6,7.7,122.621,1.571428571,0.009166667,1.070678944,0.229166667,0.011643486,32.25239452,1535.215024,68285.20829,84.55691903,309.8723726,6115.105381,119129.6041,0,0,2.963427364,1373.091549,28441.76246,0,0,0.97469719,11939.55126,0,0,37.64480767,3190.147245,0,0,501.7964663,17221.24186,18.26380744,38.28983006,1131.453186,28659.1708,1.504209574,10.18898731,606.8781234,24837.89071,0,6.342906655,41.69027788,3074.627729,5,80.47090517,80,63.5,30.7,0,33.95975537,-81.91780083,1,1,1,,1,2,0,,0,1,0,,9,15,30,,138,26,109,
Timberhaven_3B_8,6,4,5,,A,3B,1,2016,2016,38,0,67.084,0.313,66.8,34,8,3,1,1,39,11,3.2,0.804,0,0.8,2.2,0.06,1,0.47,50,3.7,60.713,1.2,0.0096,1.029337579,0.2,5.818906247,82.95864177,1491.194977,66873.35451,77.54088695,272.0408711,5893.915888,121352.3616,0,0,2.963427364,1442.421143,27855.1572,0,0,0.97469719,11960.57389,0,0,33.31070927,3273.004397,0,12.68180023,536.9121947,17730.11462,33.46648749,86.79397472,1133.811168,28524.16855,0,13.31564458,746.456673,25189.17037,6.671282834,13.59740072,40.44643467,3511.724422,3,79.797,80,52.9,44.2,0,33.9680558,-81.92357847,1,1,1,,2,2,0,,0,1,0,,9,15,30,,115,45,129,
Turkey_Rd_2B_6A,7,4,9,8,A,2B,1,2015,2007,66,0.2,82.58,1.588,61,26,2,2,2,10,46.6,28.6,16,0.682,0,1.8,3.2,0.02,0.98,0.44,75.2,11.3,163.176,1.294117647,0.006567164,1.044062354,0.432835821,0,0,135.2368726,26491.39767,121.7844521,424.8171239,9152.847893,135183.7555,0,0,1.44271575,932.7396338,163781.9812,0,0,0.834694618,12049.3863,0,0.196850989,10.40881337,2654.37412,1.25970212,5.634506907,258.1048349,14220.19775,0,0,281.6273155,23229.29232,0,0,513.0241369,28025.9979,0,0,1.85545639,36053.03929,6,84.22365989,75,46.7,20,0,33.81979552,-82.1230303,1,1,1,2,1,1,1,0,1,5,0,1,7,20,36,49,80,92,76,71
Turkey_Rd_2B_6B,6,5,8,6,A,2B,1,2015,2007,82,0,84.764,1.888,58.933,26,2,2,2,10,42,21.2,3.4,0.74,0,0.8,4.2,0.01,0.75,0.44,63.2,5.1,25.18,1.142857143,0.014545455,1.032278243,0,0,0,157.7392068,26936.81065,120.5648075,480.3198921,9025.059979,133455.5476,0,0,1.44271575,916.3974322,161799.928,0,0,0.834694618,11776.65478,0.222394843,0.222394843,9.414661894,2612.745551,4.610065255,6.220563094,239.331095,13579.16549,0,0,321.3797253,22870.37912,0,0,603.8559472,27813.5954,0,0,4.033701116,35531.20024,3,79.86422977,81,23.4,62.1,0,33.81872138,-82.11660868,1,1,1,2,1,1,1,1,1,2,0,0,7,20,36,49,104,111,58,56
Turner_Abercrombie_0B_E_AB,3,3,4,,A,0B,1,,2015,97,2.2,93.916,3.113,56.267,16,0,1,50,2,3,3,3,0.04,0.117,2.4,5.4,0.02,0.8,0.44,6,2.4,42.334,1.111111111,0.011764706,1.032022316,0.176470588,25.09034091,164.4313476,6194.440272,111458.589,8.050469917,56.8660626,1361.625954,49238.34062,0,0.809601931,92.63101795,9147.806295,2999.618591,0,0.958677597,56.75392557,1022.04958,0.889579373,5.184581069,191.5707958,16406.33119,4.568233733,25.04403564,701.1779508,42756.45887,22.44612912,52.67299864,1411.858126,48258.84029,0.786894374,0.95787261,310.7001434,8942.095313,0,0,65.2571215,3958.301796,2,,,69.3,30.7,0,34.49729889,-82.40851684,3,3,3,,1,2,0,,1,0,0,,0,16,35,,81,84,140,
Turner_Abercrombie_1B_2,3,2,4,,A,1B,0,2016,2015,114,2,96.724,1.25,57.667,16,1,1,1,2,9.2,7,7.6,0.092,0.021,0.6,7.2,0.02,0.6,0.44,16.2,2.5,16.157,1.2,0.02,1.036853429,0,26.58217575,154.7900507,6110.370047,111292.9348,3.502868895,37.35423965,1440.334641,49511.00198,0,0.809601931,55.60962917,8852.53626,3172.482872,0,0.958677597,33.84548085,1020.416991,0.444789687,6.863943749,168.0849443,16148.71473,5.363180755,18.3276477,630.8379183,42255.78208,13.30922256,65.44797773,1416.033474,48292.58934,2.039383799,11.18530041,313.7045357,8996.893121,0,0,81.36839036,4120.291904,2,,,97.1,2.9,0,34.49860747,-82.40342885,3,3,3,,1,1,1,,1,0,0,,0,16,35,,61,62,156,
Turner_Honea_Path_0B_1,2,4,5,,A,0B,1,,2017,121,0.6,98.18,3.25,56.533,16,0,1,50,0,5.2,0.6,2,0.07,0.015,0.8,7.2,0,0.4,0.45,5.8,0.8,53.867,1.7,0.014166667,1.088960561,0.041666667,50.40532561,202.8228516,4705.398481,105025.0492,25.38035835,65.18815033,1559.636166,62366.66857,0,0,286.2994337,3976.359262,3201.784965,0,0,182.7363963,917.8766131,0.66718453,2.598569292,659.6482592,9070.52998,10.29999449,36.03267277,1502.521801,31785.89712,5.28920315,63.09555334,1512.275619,49433.92486,3.521690126,4.410071572,232.8378815,12657.32401,0,0,53.62676227,4449.37592,4,80.21631206,80,21.4,78.6,0,34.42783839,-82.37638372,3,3,2,,1,2,1,,0,1,0,,6,16,35,,59,32,112,
Turner_Honea_Path_0B_6,3,1,4,,A,0B,0,,2016,92,0.2,97.036,2.6,71.4,24,0,2,50,1,65.8,27.2,10.2,0.174,0,13.4,4,0.53,1,0.47,93,24.5,86.903,1.75,0.012,1.089881753,0.028571429,5.970332873,40.74652113,4323.454471,102602.9095,67.57132542,154.3193776,1843.16394,62381.96858,0,0,152.5838149,3151.824564,3326.503873,0,0,96.70475765,781.8575567,0.889579373,2.366365834,277.452378,7650.367617,6.564164157,24.48042149,876.4914333,28766.92711,14.25866093,70.20461944,1634.317172,48470.8102,2.304362947,13.70206545,307.433259,13195.57832,0,14.66007203,36.04026935,5162.715515,4,80,80,19.4,20.7,0,34.42408246,-82.35156382,1,3,2,,1,2,1,,0,1,0,,0,16,35,,129,11,95,
Turner_Honea_Path_3B_1,4,6,3,,A,3B,1,2011,2015,76,1,93.24,2.8,76.4,25,3,2,6,2,12.6,15.6,4.4,0.165,0,2.6,3.2,0.15,0.79,0.37,28.2,6,33.196,1.25,0.014285714,1.048932318,0.071428571,0,13.30342582,4637.208076,101075.5321,71.88441009,217.2670262,1892.394159,63521.97591,0,0,75.65229081,2997.8818,3540.709018,0,0,44.35518523,775.1263358,0,0.214886059,192.2667793,7334.917178,8.148366891,25.9872006,864.6866992,27913.43955,3.1826921,52.52453713,1626.695484,48324.41581,1.164926801,10.82173556,299.5509595,13634.5071,0,0,36.28059318,5352.508415,3,,,22.7,51.1,0,34.41603793,-82.34812363,3,1,3,,1,0,0,,1,1,1,,0,19,33,,176,64,77,
Turner_Honea_Path_3B_3,2,4,6,,A,3B,1,2011,2015,90,0.4,93.396,2.625,75.2,29,3,2,6,2,23.8,28.4,9.8,0.016,0,5.6,3,0.09,0.8,0.36,52.2,4.3,46.468,1.111111111,0.011764706,1.032022316,0.176470588,0,20.36782098,4564.725685,100450.8984,70.95541782,217.3413988,1904.401578,63965.93566,0,13.56608544,72.72874228,2925.347677,3632.905635,0,11.19478202,42.32227275,769.1604801,0,2.302929562,159.3199089,7177.750375,9.71388639,36.22765011,834.7673983,27438.11142,14.91973982,47.19344447,1681.671189,48155.83923,0,4.829075306,308.0283539,13699.02668,0,0,35.12175596,5459.337218,3,,,58.5,33.5,0,34.41609602,-82.34581769,1,1,3,,1,1,0,,1,1,1,,0,19,33,,160,79,62,
Battlewood_1B_8,3,4,3,,B,2B,0,2018,2015,92,2.4,91.576,0.738,54.2,33,2,1,0,3,26.4,38.6,37.6,0.643,0.145,19.2,5.2,0.31,1,0.29,65,27.5,126.964,1.666666667,0.009615385,1.083592793,0.153846154,0,15.65573509,2520.139514,73534.05541,83.76717095,218.738054,2835.555716,109886.1903,0,0,24.30740491,4731.197962,58260.71386,0,0,13.10966952,3208.399418,0,0,108.8913313,9136.574331,0,4.655182563,754.4948417,28173.7834,12.10024057,47.66886251,1125.23004,38080.42902,3.020700914,14.53355461,745.1695026,14049.93255,0,0,63.48695025,2137.623115,7,72.81145585,72,5.8,4.6,0,34.61258518,-81.87162534,2,2,2,,0,1,0,,3,0,0,,7,23,40,,70,173,64,
Battlewood_1B_E_B,3,8,5,,B,2B,0,2018,2015,72,0.8,86.324,1.25,45.4,21,2,1,0,3,7.4,12.4,3.6,0.19,0.225,1,6,0.04,0.5,0.33,19.8,5.25,45.59,1.222222222,0.012222222,1.04290032,0.111111111,0.001733002,24.81702511,3049.06037,73373.08809,97.60841775,303.6485993,2782.424237,109681.3501,0,0,25.11003591,4940.366784,57937.90462,0,0,13.69762581,3218.296662,0,0.222394843,109.3967513,9339.467739,1.137793805,8.258121345,726.647456,28311.83508,26.72646841,53.57414903,1091.054645,38048.21795,0.261688617,10.16963798,744.8610468,13849.59697,0,0,58.78076427,2155.112336,5,72.12903226,72,8.2,47.4,0,34.61807549,-81.86852739,2,2,2,,1,1,0,,3,0,0,,7,23,40,,48,153,83,
Blease_3B_6,3,5,6,,B,3B,1,2018,2005,98,0.6,96.724,0.558,65.47,33,5,2,0,13,10.8,18.4,7.6,0.439,0.111,0,4.4,0.09,1,0.29,29.2,5.9,70.018,1.363636364,0.010344828,1.052673666,0.103448276,0.022545108,49.21460048,2637.115341,77584.68438,116.3214788,275.4053354,5449.451977,156445.1201,0,0,3.892817987,1103.024056,12427.74375,0,0,1.155247276,6029.59072,0,0.222394843,38.49197771,2627.019105,4.723150866,22.29483497,599.3480242,21726.86889,1.254511413,36.33157164,1484.900778,32368.77754,0,37.67211959,746.8058088,20341.63949,0,0,19.71077495,10572.5492,7,81.12096774,81,69.9,23.7,0.31,34.07137298,-81.8278677,1,2,2,,0,0,1,,2,2,1,,6,20,34,,195,14,22,
Blease_3B_9,3,5,7,,B,3B,1,2018,2005,74,1.2,84.14,0.125,54.8,38,13,2,0,13,36.4,63.2,22.4,0.852,0,0,4.8,0,1,0.3,99.6,37.5,38.336,1.111111111,0.011764706,1.032022316,0.117647059,2.013935966,54.72972406,2766.351137,77275.31405,70.45932508,262.0824079,5296.785229,155588.3925,0,0,6.996538068,1102.033742,11965.50409,0,0,3.058251582,6020.105513,0,0.002071211,41.80348709,2634.894382,1.871448652,13.67320253,629.3811981,21672.22833,12.79259098,26.86245692,1473.698838,32395.15416,31.43753626,42.92980829,717.6343974,20413.44016,0,0,19.8524181,10407.72505,4,79.53654743,81,100,0,0,34.06784671,-81.82921861,2,2,1,,1,1,0,,2,2,1,,6,20,34,,210,31,7,
Bryson_1B_9,4,7,7,,B,2B,1,2018,2008,87,0.4,91.212,0.783,51.13,36,2,3,0,10,7.8,12.8,10.6,0.063,0,3.6,3.2,0.04,0.8,0.34,20.6,1.8,32.32,1.111111111,0.011111111,1.027147499,0.111111111,16.22899756,86.39204649,5030.779027,92150.40385,82.53782473,247.4590604,2502.329325,80776.91223,0,0.452503402,20.18966976,5742.170781,22449.64047,0,0,10.64744531,3495.074263,3.485678311,9.823239931,144.1969448,10496.79892,8.971708575,43.76474548,599.0793113,31045.33114,7.422671968,60.77764561,1029.87927,37699.15032,2.900191185,5.781052153,276.1714531,14160.89644,0,1.237661576,163.3641593,2885.702149,4,75.139,73,0,9.9,0,34.60228968,-81.98273049,2,3,3,,0,1,1,,2,1,1,,5,26,42,,30,81,29,
Bryson_2B_9,3,3,3,,B,3B,1,2018,2008,87,0.4,95.372,0.625,61.07,36,3,3,0,10,17.8,7,3.8,0.278,0,14,3.2,0.13,0.8,0.33,24.8,2.2,90.078,1.5,0.01,1.063384331,0.166666667,0,18.70370414,5117.484098,92687.98796,98.11511762,274.0423553,2325.04769,81507.89756,0,0,21.3379901,5653.821435,24354.42871,0,0,11.1336539,3510.518503,0,0,144.075893,10424.42533,3.884390385,7.721626691,601.788373,30732.85092,5.674434257,33.79978784,1044.307309,37579.43539,1.005866592,10.3191198,290.3742194,13965.00136,0,0,162.4853607,2912.828727,7,75.15844156,73,35.4,9.8,0,34.60616807,-81.97431338,2,2,3,,0,1,0,,1,1,1,,5,26,42,,11,101,46,
Bryson_3B_E_B,5,5,4,,B,3B,1,2017,2008,77,0.4,91.94,1.163,48.4,36,3,3,1,10,13,5.8,6.2,0.37,0,15.2,3.2,0.02,0.8,0.35,18.8,3.8,23.169,1.5,0.02,1.071087057,0,42.56176034,126.5427385,4942.193415,92077.69044,45.10413973,160.3397224,2482.225274,80134.22902,0,3.052299452,19.95298894,5837.13989,21467.95055,0,1.433114683,10.34290162,3495.074263,7.216087864,11.3890538,151.3462218,10555.30448,19.08892458,48.28000696,589.0055933,31249.42437,8.404026852,59.5589327,1037.635148,37829.61703,0.0754044,6.956741492,302.9113995,14227.44042,0,8.237910708,167.9628531,2885.710006,4,74.657,73,2.7,0,0,34.60131789,-81.9865295,3,3,4,,0,1,0,,2,1,1,,5,26,42,,44,64,16,
Burnett_Pauline_1B_5,5,3,4,,B,1B,1,2015,2015,92,0.2,94.904,3.025,51.67,30,1,2,3,3,11.4,15.2,10.4,0.43,0.015,7.8,4.6,0,1,0.35,26.6,15.5,17.682,1.333333333,0.02,1.061395976,0,16.74690574,128.1699152,7570.04103,79789.71123,42.82109652,71.95210083,1160.481767,66639.72286,0,0.444789687,47.75918389,18327.62468,10351.78051,0,0.446489575,27.7335014,1186.450393,1.012225423,10.38793806,189.7178461,20396.69058,8.081788776,28.2299943,709.32647,47667.69954,4.66397748,21.21894263,655.4818456,36708.13564,0.103836226,1.014463964,124.1907953,11492.00399,1.139744171,2.500899467,119.3997878,2875.950049,3,72,72,92.9,0,0,34.81810818,-81.88926347,2,2,2,,0,2,1,,2,0,1,,5,23,40,,193,98,10,
Creswell_0B_8,3,3,3,,B,0B,0,,,87,2.2,98.44,3.338,62.17,28,0,0,50,50,14.6,13,7.2,0.061,0,4,3.6,0.23,1,0.33,27.6,6.1,18.268,1.333333333,0.02,1.061395976,0,50.04886684,82.1647297,477.2195511,25071.57616,32.53751243,178.7274045,6399.82003,135529.5331,0,0,7.29344113,4544.231198,176398.4538,0,0,3.792669329,12050.01583,0.587207088,2.239781607,20.74582753,9649.808787,4.44060581,14.17440235,364.5561474,20833.39194,13.26625654,107.6693879,993.7549994,25499.59488,0,5.433481512,632.036295,22277.80067,0,0,27.11750235,45168.08623,5,80.64810127,80,55.7,16,0,33.72933039,-82.15757565,3,3,2,,0,0,0,,2,1,1,,13,27,36,,154,32,14,
Creswell_2B_10,2,3,4,,B,3B,1,2018,2011,79,1.8,97.192,0.438,65.23,43,3,1,0,7,7.6,2,0.4,0.471,0,0.2,5.9,0.43,0.4,0.32,9.6,3.6,46.922,1.25,0.0125,1.037243574,0.0625,18.81738938,68.20219121,383.5132206,25236.44895,63.47907435,192.2946488,6239.975391,135164.9681,0,0,7.29344113,5349.142578,176041.042,0,0,3.792669329,12053.78015,0.66718453,3.881781353,23.64829566,10497.85236,8.68009008,34.40729619,378.2411743,21338.86318,19.70882067,59.06397891,1029.680334,25902.94695,0,0,682.148685,21801.83262,0,0,27.42321384,45375.61529,5,80.45734266,80,28.5,9.3,0,33.72386196,-82.16035928,1,2,2,,0,0,0,,2,1,1,,13,27,36,,172,14,31,
Gosnell_0B_5A,3,3,4,,B,0B,0,,2008,141,0.2,99.74,2.158,64.73,23,0,1,50,10,15.2,11.6,3,0.218,0,15,5,0.46,0.99,0.27,26.8,22.5,176.031,1.294117647,0.006285714,1.040664387,0.428571429,0,6.218072891,1787.507264,88996.34613,47.11366962,186.2393392,3379.464868,71725.65495,0,0,8.452320503,5357.503396,2899.086047,0,0,4.306885246,3524.126329,0,0,40.08876499,9696.851489,0,7.426250864,547.3399766,30333.03511,13.94070474,51.61182928,1134.199956,40885.94811,0.719275802,21.57914748,548.8479914,16511.62863,0,4.429731569,211.3152301,8412.658752,4,81.218,80,7.8,0,0.39,34.45008673,-82.13503696,2,1,1,,0,1,0,,2,2,0,,11,21,34,,102,56,112,
Gosnell_0B_5B,2,4,7,,B,0B,0,,2008,74,0.4,93.5,1.767,65.13,23,0,1,50,10,18.4,10.2,10,0.542,0,19.2,3,0.57,0.93,0.3,28.6,36.1,176.031,1.294117647,0.006285714,1.040664387,0.428571429,1.770074794,76.29971784,2126.044619,89872.24984,57.15409129,162.9403714,3158.296351,70229.94403,0.44479,0.444789687,4.23611577,5362.41443,2987.423759,0.152272,0.224495521,1.97304969,3521.195704,1.642795307,1.86519015,36.62765928,9584.059234,3.004901628,21.17158041,540.1136526,30087.74813,4.309922652,63.29350703,1157.887544,40846.75578,0.889902191,26.98722554,437.5370184,16159.45781,0,0,261.5419344,8296.487137,4,81.218,80,7.8,0,0.39,34.45198129,-82.1439134,2,2,1,,1,0,0,,2,2,0,,11,21,34,,83,76,97,
Hood_Creek_0B_7,4,3,2,,B,0B,0,,2012,101,0.6,100,2.396,79.08,26,0,1,50,6,24.4,18.6,12.4,0.042,0,31.6,3.2,0.57,0.99,0.33,43,32.1,48.751,1.333333333,0.013333333,1.05728152,0,19.02778353,73.89151541,2769.956106,91523.08145,61.31242993,135.9486033,2638.699849,68493.54961,0,0,4.802149056,4965.69886,2990.347865,0,0,2.049562407,3571.073519,0,0.444262089,40.8755722,9121.573846,6.352851203,18.20951307,579.5985185,30140.99913,14.6620781,60.85979873,1258.787758,41145.56349,6.392402112,21.86617758,437.935969,15683.7362,0,0,314.7578504,8028.457764,5,72.866,71,28.5,64.6,0,34.45371894,-82.16041309,1,1,1,,0,1,0,,0,2,0,,4,21,34,,201,23,134,
